ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Attachment URL",Рубрики,Метки,Status,Author,Slug,Format,Template,Parent,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date"
68,ANALYTICS,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa",,20170614,post,http://landing.com/analytics/,http://landing.com/wp-content/uploads/2017/06/layers.svg|http://landing.com/wp-content/uploads/2017/06/settings.svg,layers|settings,|,|,|,,Сервисы,,publish,1,analytics,,,0,0,0,open,open,20170614
72,MARKETING,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa",,20170614,post,http://landing.com/marketing/,http://landing.com/wp-content/uploads/2017/06/settings.svg,settings,,,,,Сервисы,,publish,1,marketing,,,0,0,0,open,open,20170614
74,DESIGN,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa",,20170614,post,http://landing.com/design/,http://landing.com/wp-content/uploads/2017/06/code.svg,code,,,,,Сервисы,,publish,1,design,,,0,0,0,open,open,20170614
78,PROGRAMMING,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa",,20170614,post,http://landing.com/programming/,http://landing.com/wp-content/uploads/2017/06/line-chart.svg,line-chart,,,,,Сервисы,,publish,1,programming,,,0,0,0,open,open,20170614
83,SEO,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa",,20170614,post,http://landing.com/seo/,http://landing.com/wp-content/uploads/2017/06/monitor.svg,monitor,,,,,Сервисы,,publish,1,seo,,,0,0,0,open,open,20170614
86,SUPPORT,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa",,20170614,post,http://landing.com/support/,http://landing.com/wp-content/uploads/2017/06/support.svg,support,,,,,Сервисы,,publish,1,support,,,0,0,0,open,open,20170614
89,"Manuel Milani",Director,,20170614,post,http://landing.com/manuel-milani/,http://landing.com/wp-content/uploads/2017/06/team2.jpg,team(2),,,,,Команда,,publish,1,manuel-milani,,,0,0,0,open,open,20170614
93,"Jose Greer",WebDesigner,,20170614,post,http://landing.com/jose-greer/,http://landing.com/wp-content/uploads/2017/06/article-2557079-1B65996200000578-297_306x423.jpg,article-2557079-1B65996200000578-297_306x423,,,,,Команда,,publish,1,jose-greer,,,0,0,0,open,open,20170614
96,"Jay Cole",WebDesigner,,20170614,post,http://landing.com/jay-cole/,http://landing.com/wp-content/uploads/2017/06/funny_people_faces2_03.jpg,funny_people_faces2_03,,,,,Команда,,publish,1,jay-cole,,,0,0,0,open,open,20170614
99,"Finlay Byrne",WebDesigner,,20170614,post,http://landing.com/finlay-byrne/,http://landing.com/wp-content/uploads/2017/06/nathan1.jpg,nathan1,,,,,Команда,,publish,1,finlay-byrne,,,0,0,0,open,open,20170614
102,"Robert Gardner",WebDesigner,,20170614,post,http://landing.com/robert-gardner/,http://landing.com/wp-content/uploads/2017/06/martin-steiner-mitarbeiter-ksa.jpg,martin-steiner-mitarbeiter-ksa,,,,,Команда,,publish,1,robert-gardner,,,0,0,0,open,open,20170614
108,"Test products",,,20170614,post,http://landing.com/test-products/,http://landing.com/wp-content/uploads/2017/06/kompiuter-noutbuk-makbuk-mac-book-macbook-pro-naberezhnaia.jpg,kompiuter-noutbuk-makbuk-mac-book-macbook-pro-naberezhnaia,,,,,Продукция,,publish,1,test-products,,,0,0,0,open,open,20170614
111,"Test Products",,,20170614,post,http://landing.com/test-products-2/,http://landing.com/wp-content/uploads/2017/06/interer-dizayn-stil-ofis.jpg,interer-dizayn-stil-ofis,,,,,Продукция,,publish,1,test-products-2,,,0,0,0,open,open,20170614
114,"Test Products",,,20170614,post,http://landing.com/test-products-3/,http://landing.com/wp-content/uploads/2017/06/microsoft-surface-laptop-microsoft-laptop-windows-mouse.jpg|http://landing.com/wp-content/uploads/2017/06/alcatel-plus-10-frozen-cars-fast-as-lightning-halo-xbox-micr.jpg,microsoft-surface-laptop-microsoft-laptop-windows-mouse|alcatel-plus-10-frozen-cars-fast-as-lightning-halo-xbox-micr,|,|,|,,Продукция,,publish,1,test-products-3,,,0,0,0,open,open,20170614
118,"Test Products",,,20170614,post,http://landing.com/test-products-4/,http://landing.com/wp-content/uploads/2017/06/kompiuter-noutbuk-makbuk-mac-book-macbook-pro-naberezhnaia.jpg,kompiuter-noutbuk-makbuk-mac-book-macbook-pro-naberezhnaia,,,,,Продукция,,publish,1,test-products-4,,,0,0,0,open,open,20170614
120,"Test Products",,,20170614,post,http://landing.com/test-products-5/,http://landing.com/wp-content/uploads/2017/06/interer-dizayn-stil-ofis.jpg,interer-dizayn-stil-ofis,,,,,Продукция,,publish,1,test-products-5,,,0,0,0,open,open,20170614
123,"Test Products",,,20170614,post,http://landing.com/test-products-6/,http://landing.com/wp-content/uploads/2017/06/microsoft-surface-laptop-microsoft-laptop-windows-mouse.jpg,microsoft-surface-laptop-microsoft-laptop-windows-mouse,,,,,Продукция,,publish,1,test-products-6,,,0,0,0,open,open,20170614
125,"Test Products",,,20170614,post,http://landing.com/test-products-7/,http://landing.com/wp-content/uploads/2017/06/microsoft-surface-laptop-microsoft-laptop-windows-mouse.jpg,microsoft-surface-laptop-microsoft-laptop-windows-mouse,,,,,Продукция,,publish,1,test-products-7,,,0,0,0,open,open,20170614
127,"Test Products",,,20170614,post,http://landing.com/test-products-8/,http://landing.com/wp-content/uploads/2017/06/kompiuter-noutbuk-makbuk-mac-book-macbook-pro-naberezhnaia.jpg,kompiuter-noutbuk-makbuk-mac-book-macbook-pro-naberezhnaia,,,,,Продукция,,publish,1,test-products-8,,,0,0,0,open,open,20170614
130,Партнер,,,20170614,post,http://landing.com/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80/,http://landing.com/wp-content/uploads/2017/06/NBC_logo.svg.png,NBC_logo.svg,,,,,Партнеры,,publish,1,%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80,,,0,0,0,open,open,20170614
133,Партнер,,,20170614,post,http://landing.com/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-2/,http://landing.com/wp-content/uploads/2017/06/nike2.png,nike2,,,,,Партнеры,,publish,1,%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-2,,,0,0,0,open,open,20170614
136,Партнер,,,20170614,post,http://landing.com/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-3/,http://landing.com/wp-content/uploads/2017/06/NBC_logo.svg.png,NBC_logo.svg,,,,,Партнеры,,publish,1,%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-3,,,0,0,0,open,open,20170614
138,Партнер,,,20170614,post,http://landing.com/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-4/,http://landing.com/wp-content/uploads/2017/06/nike2.png,nike2,,,,,Партнеры,,publish,1,%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-4,,,0,0,0,open,open,20170614
140,Партнер,,,20170614,post,http://landing.com/%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-5/,http://landing.com/wp-content/uploads/2017/06/NBC_logo.svg.png,NBC_logo.svg,,,,,Партнеры,,publish,1,%d0%bf%d0%b0%d1%80%d1%82%d0%bd%d0%b5%d1%80-5,,,0,0,0,open,open,20170614
